# event exchanged matrix data (local)
# receiving LP, sending LP, num of events sent, minimum timestamp delta, maximum timestamp delta, average timestamp delta
45937,45937,415,1.0000070000000392,1.0009990000000073,1.0004933084337393
45938,45938,629,1.0000029999999924,1.0009959999999865,1.0004959173290904
45939,45939,435,1.0000060000000417,1.000994999999989,1.000518455172412
45940,45940,493,1,1.0009959999999865,1.0004813184584174
45941,45941,511,1.0000029999999924,1.0009989999999789,1.0005064618395323
45942,45942,558,1.0000009999999975,1.0009989999999789,1.0004987670250907
45943,45943,499,1,1.0009980000000382,1.0004841843687389
45944,45944,537,1.0000029999999924,1.0009989999999789,1.0005102793296057
45945,45945,511,1.00000399999999,1.000994999999989,1.0005205068493153
45946,45946,501,1.0000050000000158,1.000994999999989,1.0004880718562879
45947,45947,500,1.000001999999995,1.0009989999999789,1.0004934799999998
45948,45948,600,1,1.0009979999999814,1.0004855599999989
45949,45949,470,1.0000029999999924,1.0009919999999966,1.0005039382978729
45950,45950,574,1.0000029999999924,1.0009989999999789,1.0005029181184653
45951,45951,503,1.0000069999999823,1.0009999999999764,1.0004886998011941
45952,45952,579,1.0000029999999924,1.0009959999999865,1.0004883419689117
45953,45953,498,1.0000009999999975,1.000996999999984,1.0004874016064276
45954,45954,460,1.0000009999999975,1.0009990000000357,1.000512795652174
45955,45955,499,1.0000029999999924,1.0009959999999865,1.000523677354708
45956,45956,490,1.0000049999999874,1.000992999999994,1.0004864612244897
45957,45957,566,1,1.0009990000000357,1.0005142420494701
45958,45958,505,1.0000009999999975,1.0009979999999814,1.000518857425743
45959,45959,513,1.0000009999999975,1.0009989999999789,1.000491732943468
45960,45960,519,1,1.000994999999989,1.0004927784200368
45961,45961,560,1.0000009999999975,1.0009999999999764,1.0005050017857136
45962,45962,553,1.0000009999999975,1.00100000000009,1.0004724376130207
45963,45963,563,1.0000009999999975,1.0009999999999764,1.000501472468915
45964,45964,573,1.0000009999999975,1.000996999999984,1.0004904380453745
45965,45965,586,1.000001999999995,1.00100000000009,1.0005028566552903
45966,45966,467,1.0000009999999975,1.000996999999984,1.0004992398286956
45967,45967,546,1.0000009999999975,1.000996999999984,1.0004920512820497
45968,45968,610,1.0000009999999975,1.0009989999999789,1.0004985475409827
45969,45969,503,1.0000029999999924,1.0009990000000073,1.0005077833001965
45970,45970,519,1.000001999999995,1.000996999999984,1.0004988458574182
45971,45971,601,1.0000030000000208,1.0009989999999789,1.0004902878535735
45972,45972,589,1.000001999999995,1.0009989999999789,1.0005252767402395
45973,45973,539,1.0000049999999874,1.0009959999999865,1.0004899777365497
45974,45974,480,1,1.0009950000000174,1.0005109604166655
45975,45975,576,1.0000009999999975,1.0009979999999814,1.000501121527779
45976,45976,561,1.0000029999999924,1.0009990000000073,1.0005015989304786
45977,45977,438,1.000001999999995,1.0009990000000073,1.0005098470319644
45978,45978,412,1.0000029999999924,1.000996999999984,1.0004912499999985
45979,45979,522,1.0000079999999798,1.000996999999984,1.0005017873563227
45980,45980,509,1,1.000996999999984,1.0004973398821193
45981,45981,616,1.0000029999999924,1.000996999999984,1.0005041639610395
45982,45982,620,1.0000009999999975,1.000996999999984,1.000485838709676
45983,45983,461,1,1.0009999999999764,1.000487123644252
45984,45984,423,1.0000059999999849,1.000994999999989,1.0005039574468066
45985,45985,601,1.0000009999999975,1.0009990000000073,1.0005200199667228
45986,45986,583,1.000001999999995,1.0009950000001027,1.0004883447684392
45987,45987,522,1.0000009999999975,1.0009989999999789,1.000511940613029
45988,45988,476,1.0000009999999975,1.0009999999999764,1.0005070378151255
45989,45989,489,1.0000029999999924,1.00100000000009,1.0005005603272017
45990,45990,524,1.000001999999995,1.000996999999984,1.0004774675572508
45991,45991,479,1.0000009999999975,1.0009880000000067,1.000485356993739
45992,45992,570,1.0000009999999975,1.0009989999999789,1.0005209982456114
45993,45993,521,1,1.0009979999999814,1.000490011516316
45994,45994,562,1.0000009999999975,1.000998999999993,1.0005024590747342
45995,45995,509,1.0000009999999975,1.0009990000000926,1.0005143870333992
45996,45996,566,1.0000009999999975,1.000998000000095,1.0004952826855131
45997,45997,527,1.0000059999999849,1.0009980000000382,1.0005003415559797
45998,45998,521,1.0000009999999975,1.0009979999999814,1.000482332053743
45999,45999,620,1.0000009999999975,1.0009990000000926,1.0005372532258068
46000,46000,626,1,1.00100000000009,1.0004840463258762
46001,46001,515,1.0000009999999975,1.0009989999999789,1.0004850834951449
46002,46002,628,1.00000399999999,1.0010000000000048,1.0004979203821656
46003,46003,424,1.000001999999995,1.0010000000000332,1.0004930212264154
46004,46004,533,1.0000009999999975,1.0009999999999764,1.0004928592870557
46005,46005,567,1,1.0009989999999789,1.0005044126984144
46006,46006,515,1.000001999999995,1.000996999999984,1.0005100970873784
46007,46007,600,1.0000009999999975,1.0009979999999814,1.0005119249999972
46008,46008,469,1,1.0009970000000976,1.000517136460556
46009,46009,492,1.0000010000001112,1.0009959999999865,1.0005150792682949
46010,46010,543,1.0000029999999924,1.000998999999993,1.0004998931860054
46011,46011,564,1.00000399999999,1.00100000000009,1.000493601063833
46012,46012,572,1.0000009999999975,1.0009999999999764,1.0005058164335652
46013,46013,493,1.000001999999995,1.0009960000000433,1.000492215010139
46014,46014,631,1.000001999999995,1.0009999999999764,1.000505827258321
46015,46015,491,1.0000009999999975,1.00100000000009,1.0005095824847239
46016,46016,604,1.0000040000000467,1.0009979999999814,1.0004992218543054
46017,46017,519,1.000001999999995,1.0009989999999789,1.000520749518307
46018,46018,486,1.0000119999999981,1.0009990000000073,1.000489378600823
46019,46019,573,1.0000009999999975,1.0009999999999764,1.0005150436300172
46020,46020,581,1.0000009999999975,1.0009979999999814,1.0005155886402768
46021,46021,509,1.000001999999995,1.0009999999999764,1.0005204459724935
46022,46022,484,1,1.00100000000009,1.0005222603305768
46023,46023,432,1,1.0009990000000073,1.0005141898148138
46024,46024,628,1.00000399999999,1.0009999999999764,1.000499648089173
46025,46025,443,1.0000040000001036,1.0009989999999789,1.0005192505643303
46026,46026,518,1.00000399999999,1.00100000000009,1.000499050193049
46027,46027,459,1.0000129999999672,1.0009990000000073,1.0005102418300669
46028,46028,559,1.0000049999999874,1.0009980000000098,1.000503432915922
46029,46029,527,1,1.0009989999999789,1.000498326375714
46030,46030,605,1,1.0009990000000926,1.0005011520661167
46031,46031,567,1.0000009999999975,1.0009990000000926,1.000504915343914
46032,46032,523,1,1.0009989999999789,1.0005197514340354
46033,46033,542,1,1.0009999999999764,1.00051110701107
46034,46034,589,1.00000399999999,1.0010000000000048,1.0005020271646863
46035,46035,470,1,1.0009959999999865,1.0005039680851038
46036,46036,466,1.0000009999999975,1.0009999999999764,1.0005012081545077
46037,46037,493,1.0000040000000041,1.0009979999999814,1.0004912839756597
46038,46038,604,1.0000009999999975,1.0009989999999789,1.0005080331125826
46039,46039,557,1,1.000992999999994,1.0005117845601448
46040,46040,592,1.0000009999999975,1.0009999999999764,1.000510804054054
46041,46041,581,1,1.0009990000000357,1.0004825301204816
46042,46042,515,1.0000009999999975,1.0009999999999764,1.0005191339805817
46043,46043,543,1.0000029999999924,1.0009980000000382,1.0004974493554322
46044,46044,548,1,1.0009980000000382,1.0005194397810233
46045,46045,568,1.000001999999995,1.0009989999999789,1.000504471830984
46046,46046,501,1.0000029999999924,1.0009990000000073,1.0005068043912162
46047,46047,485,1.00000399999999,1.0009989999999789,1.0004950865979372
46048,46048,416,1,1.0009999999999764,1.0004867548076921
46049,46049,461,1.000001999999995,1.0009959999999865,1.0005091258134506
46050,46050,599,1.0000030000000208,1.0010000000000332,1.0005049382303866
46051,46051,490,1,1.0009979999999814,1.0004650510204094
46052,46052,581,1.0000049999999874,1.0009960000000149,1.000477542168676
46053,46053,437,1,1.000994999999989,1.0004997116704821
46054,46054,533,1.0000029999999924,1.0009989999999789,1.0005214671669824
46055,46055,466,1,1.000996999999984,1.0005279849785407
46056,46056,566,1,1.000996999999984,1.0005025936395784
46057,46057,484,1.0000009999999975,1.0009979999999814,1.0005182851239651
46058,46058,535,1.0000009999999975,1.0009979999999814,1.0004985943925224
46059,46059,521,1.0000009999999975,1.0009989999999789,1.0005114836852187
46060,46060,494,1.000001999999995,1.0009989999999789,1.0004878016194318
46061,46061,501,1.0000009999999975,1.0009990000000926,1.0005308043912202
46062,46062,483,1.0000029999999924,1.0009999999999764,1.000491894409938
46063,46063,504,1.0000010000000543,1.0009979999999814,1.0005035773809472
46064,46064,492,1.00000399999999,1.0009989999999789,1.0004858272357733
46065,46065,569,1.0000009999999975,1.0009989999999789,1.0004957715289995
46066,46066,564,1.0000029999999924,1.000996999999984,1.0005012960992914
46067,46067,501,1.0000009999999975,1.0009999999999764,1.0005065808383264
46068,46068,554,1.000001999999995,1.0009989999999789,1.0005302617328535
46069,46069,534,1.0000030000000493,1.000996999999984,1.0005220561797723
46070,46070,566,1.0000009999999975,1.0009999999999764,1.0004998727915198
46071,46071,546,1,1.0009990000000357,1.0004943058608038
46072,46072,541,1,1.0009959999999865,1.0004823604436215
46073,46073,554,1.0000009999999975,1.0009999999999764,1.0005156263537887
46074,46074,482,1.0000009999999975,1.0009980000000098,1.0005129668049788
46075,46075,437,1.0000029999999924,1.0009970000000976,1.0005095491990863
46076,46076,575,1.0000009999999975,1.000994999999989,1.0004947791304348
46077,46077,500,1.0000009999999975,1.0009979999999814,1.0005149580000043
46078,46078,498,1.0000029999999924,1.0009989999999789,1.0004832168674689
46079,46079,499,1.0000009999999975,1.0009979999999814,1.000494531062124
46080,46080,468,1,1.0009919999999966,1.0004963888888914
46081,46081,495,1.0000059999999849,1.0009980000000382,1.0005006404040409
46082,46082,412,1.0000020000001086,1.0009960000001001,1.0004869247572798
46083,46083,605,1.000001999999995,1.000998000000095,1.0004943438016523
46084,46084,511,1.00000399999999,1.0009959999999865,1.0005152270058681
46085,46085,583,1.0000089999999773,1.000996999999984,1.0005304614065198
46086,46086,565,1.0000029999999924,1.0009999999999764,1.0005017079646017
46087,46087,603,1,1.0009999999999764,1.0004913499170824
46088,46088,628,1.000001999999995,1.000996999999984,1.000504678343948
46089,46089,559,1.0000009999999975,1.0009999999999906,1.0005091842576035
46090,46090,480,1.000001999999995,1.0009990000000357,1.0004775083333342
46091,46091,523,1,1.0010000000000332,1.0005027915869977
46092,46092,520,1.0000009999999975,1.0010000000000048,1.0004851192307667
46093,46093,554,1.0000059999999849,1.0009979999999814,1.0005146714801458
46094,46094,564,1,1.0009979999999814,1.0004829521276601
46095,46095,520,1.000001999999995,1.000996999999984,1.0004783865384628
46096,46096,486,1,1.0010000000000332,1.0005177242798373
46097,46097,503,1.00000399999999,1.000994999999989,1.0004803419483097
46098,46098,583,1,1.0010000000000048,1.000506317324184
46099,46099,567,1.000001999999995,1.000998000000095,1.0005139082892436
46100,46100,518,1.0000009999999975,1.0010000000000048,1.0004920250965241
46101,46101,603,1.0000009999999975,1.0009989999999789,1.0004961940298498
46102,46102,492,1,1.0009870000000092,1.0004941036585355
46103,46103,569,1,1.0009979999999814,1.000506356766255
46104,46104,487,1,1.0010000000000332,1.0004853839835728
46105,46105,486,1.0000029999999924,1.0010000000000332,1.0005076831275697
46106,46106,462,1.000001999999995,1.0009980000000098,1.0004988311688299
46107,46107,563,1.00000399999999,1.00100000000009,1.00048114920071
46108,46108,487,1.0000009999999975,1.00100000000009,1.0004968644763852
46109,46109,516,1.000001999999995,1.0009979999999814,1.0005064418604668
46110,46110,577,1.0000029999999924,1.0009989999999789,1.0004951109185456
46111,46111,627,1.0000009999999975,1.0009970000000123,1.0004802392344507
46112,46112,517,1.0000020000000092,1.0009939999999915,1.000508065764024
46113,46113,565,1.0000009999999975,1.0009990000000926,1.0004910778761074
46114,46114,498,1.00000399999999,1.000996999999984,1.0004902128514066
46115,46115,523,1.000001999999995,1.000994999999989,1.0004948948374786
46116,46116,607,1.0000059999999849,1.0009990000000073,1.0005304233937398
46117,46117,575,1.00000399999999,1.0009980000000098,1.0005078939130443
46118,46118,615,1,1.00100000000009,1.0004950747967476
46119,46119,569,1.000001999999995,1.0009990000000926,1.0004848435852358
46120,46120,588,1.0000009999999975,1.0009990000000926,1.0004969217687074
46121,46121,581,1.0000029999999924,1.0009989999999789,1.0004922598967307
46122,46122,427,1,1.0009939999999915,1.0005118103044517
46123,46123,438,1.000001999999995,1.0009999999999764,1.000504449771688
46124,46124,567,1.000001999999995,1.0009979999999814,1.0005014585537915
46125,46125,570,1.000001999999995,1.0009999999999764,1.0005061842105265
46126,46126,547,1.000001999999995,1.0009999999999764,1.000486705667276
46127,46127,584,1.0000009999999975,1.000996999999984,1.0005030650684936
46128,46128,564,1.00000399999999,1.0009990000000357,1.0005215124113456
46129,46129,539,1,1.0009989999999789,1.0005023395176267
46130,46130,535,1.0000029999999924,1.0009989999999789,1.0005059514018706
46131,46131,520,1.0000009999999975,1.0009989999999789,1.000517978846154
46132,46132,479,1.0000009999999975,1.0009989999999789,1.0005315657620055
46133,46133,573,1.0000009999999975,1.0009970000000408,1.0004747521814987
46134,46134,499,1,1.0010000000000332,1.0005032745490994
46135,46135,491,1.0000009999999975,1.0009939999999915,1.0005109511201635
46136,46136,506,1.0000009999999975,1.0009989999999789,1.0005056739130418
46137,46137,527,1,1.0009989999999789,1.000508254269447
46138,46138,532,1.0000009999999975,1.000996999999984,1.0004954624060158
46139,46139,562,1.000001999999995,1.0009990000000073,1.0004928380782934
46140,46140,519,1.0000009999999975,1.0009990000000926,1.000476400770714
46141,46141,544,1.0000049999999874,1.0009970000000976,1.0005029999999993
46142,46142,438,1.0000009999999975,1.0009989999999789,1.0005128972602733
46143,46143,598,1.0000009999999975,1.0009970000000123,1.0005241103678921
46144,46144,466,1,1.00100000000009,1.0004777188841223
46145,46145,498,1.000001999999995,1.000996999999984,1.000481670682733
46146,46146,539,1.0000009999999975,1.0009980000000382,1.0004882115027824
46147,46147,504,1.00000399999999,1.0009989999999789,1.0004904384920645
46148,46148,564,1.000001999999995,1.000996999999984,1.000491980496456
46149,46149,458,1.000013000000024,1.00100000000009,1.0004984497816594
46150,46150,585,1.000001999999995,1.0010000000000048,1.0004953076923069
46151,46151,532,1.000001999999995,1.0009990000000926,1.0005164755639107
46152,46152,489,1.0000089999999773,1.0009990000000926,1.0004929897750503
46153,46153,525,1,1.000996999999984,1.000479367619045
46154,46154,556,1.0000009999999975,1.0010000000000332,1.0004923183453243
46155,46155,485,1.0000009999999975,1.0009990000000073,1.0004944639175273
46156,46156,467,1,1.0009959999999865,1.0004911134903631
46157,46157,522,1.0000070000000392,1.0009999999999764,1.0005077011494268
46158,46158,496,1.0000009999999975,1.0009990000000357,1.0005218750000004
46159,46159,532,1.0000009999999975,1.0009989999999789,1.0005153815789494
46160,46160,542,1,1.000994999999989,1.0004953394833944
46161,46161,567,1.0000009999999975,1.0009959999999865,1.0004983086419765
46162,46162,584,1.0000009999999975,1.0009989999999789,1.0004887448630113
46163,46163,479,1.000001999999995,1.0009970000000123,1.000512177453028
46164,46164,574,1,1.0009990000000357,1.0004957282229967
46165,46165,558,1.0000009999999975,1.0009979999999814,1.0004964856630822
46166,46166,567,1.0000009999999975,1.0009990000000357,1.0005074409171084
46167,46167,595,1.0000030000000066,1.0009989999999789,1.0004672386554634
46168,46168,481,1,1.0009939999999915,1.0004857858627854
46169,46169,508,1.0000050000000158,1.0009989999999789,1.0004970472440966
46170,46170,575,1.0000009999999975,1.0009999999999764,1.0005123895652175
46171,46171,489,1.0000009999999975,1.0009990000000073,1.0005137116564422
46172,46172,464,1.0000009999999975,1.0009989999999789,1.0004908362068932
46173,46173,613,1,1.0009999999999764,1.0005082332789592
46174,46174,495,1.0000009999999975,1.0009989999999789,1.0005158606060616
46175,46175,587,1,1.0009979999999814,1.000501417376491
46176,46176,420,1.000001999999995,1.0009989999999789,1.0005110999999975
46177,46177,468,1.0000029999999924,1.0009999999999764,1.000473196581195
46178,46178,524,1.0000009999999975,1.0009999999999764,1.0005022576335847
46179,46179,630,1.0000049999999874,1.0009999999999764,1.000496884126984
46180,46180,516,1,1.0009990000000926,1.0005140678294566
46181,46181,437,1,1.0009980000000098,1.0004998970251728
46182,46182,498,1.0000049999999874,1.0010000000000048,1.0005026244979902
46183,46183,521,1.0000029999999924,1.0009979999999814,1.0004859558541273
46184,46184,540,1,1.0009880000000067,1.0005184333333321
46185,46185,500,1,1.000994999999989,1.0005069080000013
46186,46186,439,1,1.0009990000000357,1.0005048018223226
46187,46187,562,1.0000009999999975,1.0010000000000048,1.0004903131672587
46188,46188,624,1.000001999999995,1.0009970000000123,1.0005162339743576
46189,46189,475,1.0000009999999975,1.0009979999999814,1.0004877347368428
46190,46190,497,1.0000009999999975,1.0009989999999789,1.0004921146881285
46191,46191,619,1.0000009999999975,1.0009989999999789,1.000493791599353
46192,46192,485,1.0000009999999975,1.000996999999984,1.000488016494846
46193,46193,549,1.000001999999995,1.000996999999984,1.0004912659380691
46194,46194,599,1,1.0009989999999789,1.0004843305509195
46195,46195,491,1.0000009999999975,1.0009990000000926,1.000505680244399
46196,46196,506,1.00000399999999,1.0009999999999764,1.0005159051383414
46197,46197,550,1.0000009999999975,1.0009989999999789,1.0005102200000013
46198,46198,536,1,1.0009959999999865,1.0005258041044776
46199,46199,528,1.0000029999999924,1.0009919999999966,1.0004897916666642
46200,46200,559,1.000001999999995,1.0009979999999814,1.0004857996422194
46201,46201,484,1.0000009999999975,1.0009989999999789,1.000490272727269
46202,46202,464,1.000001999999995,1.0009939999999915,1.000490976293101
46203,46203,435,1.0000009999999975,1.0010000000000048,1.0004994482758636
46204,46204,615,1,1.0009990000000073,1.0004899804878051
46205,46205,503,1,1.0009939999999915,1.0004956182902607
46206,46206,510,1.0000009999999975,1.0009979999999814,1.000487901960788
46207,46207,414,1.0000029999999924,1.0009950000000458,1.0005108719806757
46208,46208,497,1.000001999999995,1.0009989999999789,1.0004981428571424
46209,46209,556,1.000001999999995,1.000996999999984,1.0005054964028772
46210,46210,522,1.0000009999999975,1.000994999999989,1.0004955766283532
46211,46211,560,1.0000009999999975,1.00100000000009,1.0005066035714294
46212,46212,576,1,1.0009999999999764,1.0005103645833335
46213,46213,611,1.000001999999995,1.0009999999999764,1.00048986415712
46214,46214,570,1.0000029999999924,1.000994999999989,1.0004931578947374
46215,46215,629,1.000001999999995,1.0009939999999915,1.0005009618441985
46216,46216,412,1.0000009999999975,1.000996999999984,1.00048775
46217,46217,565,1.0000009999999975,1.0010000000000332,1.0005043309734518
46218,46218,627,1.0000009999999975,1.0010000000000048,1.0005052057416277
46219,46219,500,1.000001999999995,1.0009989999999789,1.0005040820000017
46220,46220,545,1.0000009999999975,1.0010000000000048,1.0004885504587173
46221,46221,525,1,1.0009979999999814,1.000500262857144
46222,46222,601,1.000001999999995,1.00100000000009,1.0004999068219638
46223,46223,486,1.0000009999999975,1.000992999999994,1.000520477366256
46224,46224,519,1.0000030000000493,1.000998000000095,1.0005160616570323
46225,46225,540,1.000001999999995,1.00100000000009,1.0005087907407417
46226,46226,467,1.0000020000001086,1.0009989999999789,1.0004945460385457
46227,46227,523,1.0000050000000158,1.0009980000000382,1.0005125984703622
46228,46228,483,1.00000399999999,1.0009979999999814,1.0004839585921297
46229,46229,500,1.0000049999999874,1.0009990000000357,1.000500092
46230,46230,617,1.0000009999999975,1.0010000000000332,1.0005230340356572
46231,46231,560,1.0000009999999975,1.0009990000000073,1.0004762696428575
46232,46232,504,1.0000049999999874,1.0009989999999789,1.0004807380952372
46233,46233,560,1.000001999999995,1.0009990000000357,1.0004827696428589
46234,46234,629,1.000001999999995,1.0009969999999981,1.00052741653418
46235,46235,473,1.000001999999995,1.0010000000000332,1.0004812536997885
46236,46236,581,1,1.0009989999999789,1.0005125456110189
46237,46237,440,1.0000009999999975,1.0009939999999915,1.0004841681818184
46238,46238,545,1.0000009999999975,1.0009999999999906,1.0005148623853202
46239,46239,614,1.0000009999999975,1.0010000000000332,1.0004930960912042
46240,46240,475,1.0000029999999924,1.000992999999994,1.0005062252631562
46241,46241,570,1,1.0009980000000098,1.0005038789473684
46242,46242,465,1.0000009999999975,1.0009999999999906,1.000491086021506
46243,46243,521,1,1.0009980000000382,1.0004852495201548
46244,46244,569,1.0000009999999975,1.0009979999999814,1.0005332038664316
46245,46245,507,1.0000009999999975,1.0009999999999764,1.0005057376725803
46246,46246,586,1.0000029999999924,1.00099400000002,1.000479619453924
46247,46247,601,1,1.0009970000000976,1.0005033760399356
46248,46248,489,1.0000009999999975,1.0009960000000007,1.0004819284253548
46249,46249,596,1.0000009999999975,1.0009979999999814,1.0004973741610748
46250,46250,510,1.0000089999999773,1.000994999999989,1.0005056470588238
46251,46251,521,1,1.0009990000000926,1.0004992495201517
46252,46252,567,1.0000009999999975,1.0009980000000382,1.0005146067019415
46253,46253,478,1.0000029999999924,1.000990999999999,1.0005014665271945
46254,46254,575,1.000005999999999,1.0009990000000926,1.0005033008695638
46255,46255,614,1.000001999999995,1.0009989999999789,1.0005090716612395
46256,46256,528,1.0000009999999975,1.0009959999999865,1.0005001041666655
46257,46257,599,1.0000029999999924,1.0009989999999789,1.0004941953255444
46258,46258,509,1.0000009999999975,1.0009989999999789,1.000493597249507
46259,46259,568,1.00000399999999,1.000996999999984,1.0004678943661967
46260,46260,509,1.0000009999999975,1.0009989999999789,1.00050227897839
46261,46261,499,1,1.0009979999999814,1.0005049919839684
46262,46262,425,1,1.0009970000000976,1.0005078470588256
46263,46263,489,1.0000009999999975,1.0009950000000458,1.0004981615541915
46264,46264,560,1,1.0010000000000048,1.0004878374999973
46265,46265,591,1,1.000996999999984,1.0004835769881564
46266,46266,554,1.0000060000000985,1.0009979999999814,1.0005138971119103
46267,46267,526,1,1.0009989999999789,1.0005042471482866
46268,46268,503,1.000001999999995,1.0009979999999814,1.0005123161033824
46269,46269,523,1.0000070000000392,1.0009979999999814,1.0004667934990412
46270,46270,581,1.0000029999999924,1.0009999999999764,1.0004856196213427
46271,46271,462,1.0000009999999975,1.0009999999999764,1.000500212121213
46272,46272,567,1,1.0009989999999789,1.0004910529100524
46273,46273,595,1,1.00100000000009,1.000498615126053
46274,46274,566,1.0000009999999975,1.0009999999999764,1.000510736749116
46275,46275,567,1.000001999999995,1.0009989999999789,1.0004962962962938
46276,46276,523,1.0000079999999798,1.00100000000009,1.000513019120457
46277,46277,502,1.0000029999999924,1.0010000000000048,1.0004907848605575
46278,46278,590,1.0000009999999975,1.000996999999984,1.0005013033898318
46279,46279,576,1.0000009999999975,1.0009960000001001,1.0004889861111126
46280,46280,538,1,1.0009979999999814,1.0005201561338286
46281,46281,424,1.0000029999999924,1.000998000000095,1.0005053702830187
46282,46282,517,1.0000009999999975,1.000996999999984,1.0004999941972916
46283,46283,553,1.00000399999999,1.0009970000000976,1.0005050759493654
46284,46284,497,1.0000009999999975,1.0009959999999865,1.0005140201207274
46285,46285,573,1.0000009999999975,1.0009990000000926,1.0005181884816734
46286,46286,536,1,1.0009999999999764,1.0005177108208967
46287,46287,569,1.0000049999999874,1.0009990000000357,1.000520456942003
46288,46288,521,1.000001999999995,1.0009989999999789,1.0004821401151642
46289,46289,488,1.00000399999999,1.0009959999999865,1.0005282069672154
46290,46290,587,1,1.0009979999999814,1.0005158620102197
46291,46291,542,1,1.0009999999999764,1.0005022047970473
46292,46292,533,1.0000009999999975,1.0009919999999966,1.0004851181988752
46293,46293,582,1,1.0009970000000976,1.0005065859106528
46294,46294,559,1.000001999999995,1.0009999999999906,1.000504833631484
46295,46295,458,1,1.0009990000000073,1.0005117816593903
46296,46296,483,1.0000009999999975,1.0009999999999764,1.0004983581780529
46297,46297,481,1.00000399999999,1.0009919999999966,1.0005015800415809
46298,46298,491,1.0000009999999975,1.0009970000000408,1.0005023034623235
46299,46299,561,1.000001999999995,1.0009989999999789,1.000506165775401
46300,46300,478,1.0000029999999924,1.0009960000000149,1.0004951422594144
46301,46301,582,1,1.0009959999999865,1.000505487972509
46302,46302,534,1.0000009999999975,1.0009979999999814,1.00050442883895
46303,46303,521,1,1.000998000000095,1.000506362763915
46304,46304,600,1.0000029999999924,1.00100000000009,1.00051271
46305,46305,521,1,1.000996999999984,1.0004933493282133
46306,46306,491,1.000001999999995,1.0009989999999789,1.0005036761710795
46307,46307,520,1.000001999999995,1.0010000000000048,1.00047609423077
46308,46308,513,1.0000029999999924,1.0009979999999814,1.0004961910331374
46309,46309,441,1,1.0009990000000926,1.0004873151927394
46310,46310,564,1,1.00100000000009,1.0005099184397173
46311,46311,566,1.0000009999999975,1.0009989999999789,1.0004922226148392
46312,46312,604,1.0000029999999924,1.0009980000000098,1.0005092615894056
46313,46313,538,1,1.0009989999999789,1.000484169144983
46314,46314,507,1.000001999999995,1.0009999999999764,1.0004918461538432
46315,46315,476,1,1.0009989999999789,1.000524571428572
46316,46316,465,1.000001999999995,1.0009990000000357,1.0004952774193554
46317,46317,439,1.0000009999999975,1.0009990000000357,1.0004922255125288
46318,46318,469,1.0000009999999975,1.0009970000000408,1.0004934243070374
46319,46319,497,1.0000030000001061,1.0009979999999814,1.000504022132794
46320,46320,482,1.00000399999999,1.0009930000000509,1.0005083340248986
46321,46321,434,1.000009000000091,1.000996999999984,1.0004950437787994
46322,46322,491,1.000001999999995,1.0009999999999764,1.0004813503054995
46323,46323,497,1.00000399999999,1.000998000000095,1.0004988108651909
46324,46324,463,1.00000399999999,1.000994999999989,1.0004953045356368
46325,46325,627,1.000001999999995,1.000996999999984,1.000482342902711
46326,46326,511,1.0000049999999874,1.0009999999999764,1.0005110352250501
46327,46327,488,1.000001999999995,1.0009989999999789,1.0005022848360656
46328,46328,491,1.0000009999999975,1.0009989999999789,1.0005092729124212
46329,46329,558,1.0000069999999823,1.0009989999999789,1.0004918082437284
46330,46330,462,1.0000069999999823,1.0009959999999865,1.0005212748917753
46331,46331,546,1.0000009999999975,1.0009959999999865,1.0005173736263733
46332,46332,438,1.0000009999999975,1.000994999999989,1.000511187214612
46333,46333,539,1.00000399999999,1.0009989999999789,1.000493254174395
46334,46334,416,1.0000029999999924,1.0009960000001001,1.0005133269230766
46335,46335,499,1,1.0009989999999789,1.0004818196392784
46336,46336,495,1.000001999999995,1.0009999999999764,1.0004965252525237
46337,46337,581,1,1.000994999999989,1.0004827125645448
46338,46338,487,1.0000009999999975,1.0009999999999906,1.0005170903490759
46339,46339,520,1.000001999999995,1.0009979999999814,1.0004948480769231
46340,46340,610,1.0000009999999975,1.0009989999999789,1.0004825295081985
46341,46341,476,1.00000399999999,1.0009979999999814,1.0004901344537824
46342,46342,497,1.0000009999999975,1.0009939999999915,1.0004852494969814
46343,46343,532,1.0000029999999924,1.0009989999999789,1.0005062499999977
46344,46344,528,1,1.0009989999999789,1.0004702329545443
46345,46345,622,1.0000009999999975,1.0009959999999865,1.0004879228295824
46346,46346,484,1.0000030000000493,1.0009999999999764,1.0005110971074387
46347,46347,492,1.0000009999999975,1.0009999999999764,1.0004942601626015
46348,46348,510,1,1.000994999999989,1.0005174882352936
46349,46349,481,1,1.0009990000000073,1.000509376299375
46350,46350,511,1.0000029999999924,1.0009979999999814,1.000502596868884
46351,46351,412,1,1.000992999999994,1.0005077111650518
46352,46352,515,1.0000009999999975,1.000996999999984,1.000503388349516
46353,46353,558,1,1.0009989999999789,1.0004815931899649
46354,46354,581,1.0000030000001061,1.000994999999989,1.000484139414803
46355,46355,507,1.0000009999999975,1.000994999999989,1.00051561341223
46356,46356,598,1.0000009999999975,1.0009979999999814,1.000524324414716
46357,46357,461,1.0000040000000183,1.0010000000000332,1.000493965292837
46358,46358,466,1,1.0009989999999789,1.0005275815450638
46359,46359,602,1.000001999999995,1.0009970000000123,1.000517003322258
46360,46360,566,1.000001999999995,1.0009990000000073,1.00052259893993
46361,46361,580,1.000001999999995,1.0009999999999764,1.000498253448274
